name,attack,classfication,defense,japanese_name,height_m,weight_kg,hp,speed,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,against_bug,base_egg_steps,base_happiness,base_total,capture_rate,against_dark,against_dragon,experience_growth,against_fairy,against_fire,against_electric,abilities,percentage_male,pokedex_number,sp_attack,sp_defense,against_flying,type1,type2,against_fight,generation,is_legendary
Slowbro,75,Hermit Crab Pokémon,180,Yadoranヤドラン,1.6,78.5,95,30,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,5120,70,590,75,2.0,1.0,1000000,1.0,0.5,2.0,"['Oblivious', 'Own Tempo', 'Regenerator']",50.0,80,130,80,1.0,water,psychic,0.5,1,0
Magnemite,35,Magnet Pokémon,70,Coilコイル,0.3,6.0,25,45,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.5,5120,70,325,190,1.0,0.5,1000000,0.5,2.0,0.5,"['Magnet Pull', 'Sturdy', 'Analytic']",,81,95,55,0.25,electric,steel,2.0,1,0
Magneton,60,Magnet Pokémon,95,Rarecoilレアコイル,1.0,60.0,50,70,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.5,5120,70,465,60,1.0,0.5,1000000,0.5,2.0,0.5,"['Magnet Pull', 'Sturdy', 'Analytic']",,82,120,70,0.25,electric,steel,2.0,1,0
Farfetch'd,90,Wild Duck Pokémon,55,Kamonegiカモネギ,0.8,15.0,52,60,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,377,45,1.0,1.0,1000000,1.0,1.0,2.0,"['Keen Eye', 'Inner Focus', 'Defiant']",50.0,83,58,62,1.0,normal,flying,1.0,1,0
Doduo,85,Twin Bird Pokémon,45,Dodoドードー,1.4,39.2,35,75,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,310,190,1.0,1.0,1000000,1.0,1.0,2.0,"['Run Away', 'Early Bird', 'Tangled Feet']",50.0,84,35,35,1.0,normal,flying,1.0,1,0
Dodrio,110,Triple Bird Pokémon,70,Dodorioドードリオ,1.8,85.2,60,110,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,5120,70,470,45,1.0,1.0,1000000,1.0,1.0,2.0,"['Run Away', 'Early Bird', 'Tangled Feet']",50.0,85,60,60,1.0,normal,flying,1.0,1,0
Seel,45,Sea Lion Pokémon,55,Pawouパウワウ,1.1,90.0,65,45,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,325,190,1.0,1.0,1000000,1.0,0.5,2.0,"['Thick Fat', 'Hydration', 'Ice Body']",50.0,86,45,70,1.0,water,,1.0,1,0
Dewgong,70,Sea Lion Pokémon,80,Jugonジュゴン,1.7,120.0,90,70,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1.0,5120,70,475,75,1.0,1.0,1000000,1.0,1.0,2.0,"['Thick Fat', 'Hydration', 'Ice Body']",50.0,87,70,95,1.0,water,ice,2.0,1,0
Grimer,80,Sludge Pokémon,50,Betbeterベトベター,,,80,25,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,325,190,1.0,1.0,1000000,0.5,1.0,1.0,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",50.0,88,40,50,1.0,poison,poison,0.5,1,0
Muk,105,Sludge Pokémon,75,Betbetonベトベトン,,,105,50,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,500,75,1.0,1.0,1000000,0.5,1.0,1.0,"['Stench', 'Sticky Hold', 'Poison Touch', 'Poison Touch', 'Gluttony', 'Power of Alchemy']",50.0,89,65,100,1.0,poison,poison,0.5,1,0
Shellder,65,Bivalve Pokémon,100,Shellderシェルダー,0.3,4.0,30,40,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,305,190,1.0,1.0,1250000,1.0,0.5,2.0,"['Shell Armor', 'Skill Link', 'Overcoat']",50.0,90,45,25,1.0,water,,1.0,1,0
Cloyster,95,Bivalve Pokémon,180,Parshenパルシェン,1.5,132.5,50,70,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1.0,5120,70,525,60,1.0,1.0,1250000,1.0,1.0,2.0,"['Shell Armor', 'Skill Link', 'Overcoat']",50.0,91,85,45,1.0,water,ice,2.0,1,0
Gastly,35,Gas Pokémon,30,Ghosゴース,1.3,0.1,30,80,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.25,5120,70,310,190,2.0,1.0,1059860,0.5,1.0,1.0,['Levitate'],50.0,92,100,35,1.0,ghost,poison,0.0,1,0
Haunter,50,Gas Pokémon,45,Ghostゴースト,1.6,0.1,45,95,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.25,5120,70,405,90,2.0,1.0,1059860,0.5,1.0,1.0,['Levitate'],50.0,93,115,55,1.0,ghost,poison,0.0,1,0
Gengar,65,Shadow Pokémon,80,Gangarゲンガー,1.5,40.5,60,130,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.25,5120,70,600,45,2.0,1.0,1059860,0.5,1.0,1.0,['Cursed Body'],50.0,94,170,95,1.0,ghost,poison,0.0,1,0
Onix,45,Rock Snake Pokémon,160,Iwarkイワーク,8.8,210.0,35,70,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1.0,6400,70,385,45,1.0,1.0,1000000,1.0,0.5,0.0,"['Rock Head', 'Sturdy', 'Weak Armor']",50.0,95,30,45,0.5,rock,ground,2.0,1,0
Drowzee,48,Hypnosis Pokémon,45,Sleepeスリープ,1.0,32.4,60,42,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,328,190,2.0,1.0,1000000,1.0,1.0,1.0,"['Insomnia', 'Forewarn', 'Inner Focus']",50.0,96,43,90,1.0,psychic,,0.5,1,0
Hypno,73,Hypnosis Pokémon,70,Sleeperスリーパー,1.6,75.6,85,67,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,5120,70,483,75,2.0,1.0,1000000,1.0,1.0,1.0,"['Insomnia', 'Forewarn', 'Inner Focus']",50.0,97,73,115,1.0,psychic,,0.5,1,0
Krabby,105,River Crab Pokémon,90,Crabクラブ,0.4,6.5,30,50,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,325,225,1.0,1.0,1000000,1.0,0.5,2.0,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",50.0,98,25,25,1.0,water,,1.0,1,0
Kingler,130,Pincer Pokémon,115,Kinglerキングラー,1.3,60.0,55,75,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,475,60,1.0,1.0,1000000,1.0,0.5,2.0,"['Hyper Cutter', 'Shell Armor', 'Sheer Force']",50.0,99,50,50,1.0,water,,1.0,1,0
Voltorb,30,Ball Pokémon,50,Biriridamaビリリダマ,0.5,10.4,40,100,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,330,190,1.0,1.0,1000000,1.0,1.0,0.5,"['Soundproof', 'Static', 'Aftermath']",,100,55,55,0.5,electric,,1.0,1,0
Electrode,50,Ball Pokémon,70,Marumineマルマイン,1.2,66.6,60,150,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5120,70,490,60,1.0,1.0,1000000,1.0,1.0,0.5,"['Soundproof', 'Static', 'Aftermath']",,101,80,80,0.5,electric,,1.0,1,0
Exeggcute,40,Egg Pokémon,80,Tamatamaタマタマ,0.4,2.5,60,40,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,4.0,5120,70,325,90,2.0,1.0,1250000,1.0,2.0,0.5,"['Chlorophyll', 'Harvest']",50.0,102,60,45,2.0,grass,psychic,0.5,1,0
Exeggutor,105,Coconut Pokémon,85,Nassyナッシー,,,95,45,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,4.0,5120,70,530,45,2.0,1.0,1250000,1.0,2.0,0.5,"['Chlorophyll', 'Harvest', 'Frisk', 'Harvest']",50.0,103,125,75,2.0,grass,psychic,0.5,1,0
Cubone,50,Lonely Pokémon,95,Karakaraカラカラ,0.4,6.5,50,35,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,5120,70,320,190,1.0,1.0,1000000,1.0,1.0,0.0,"['Rock Head', 'Lightningrod', 'Battle Armor']",50.0,104,40,50,1.0,ground,,1.0,1,0
Marowak,80,Bone Keeper Pokémon,110,Garagaraガラガラ,,,60,45,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,5120,70,425,75,1.0,1.0,1000000,1.0,1.0,0.0,"['Rock Head', 'Lightningrod', 'Battle Armor', 'Cursed Body', 'Lightningrod', 'Rock Head']",50.0,105,50,80,1.0,ground,fire,1.0,1,0
Hitmonlee,120,Kicking Pokémon,53,Sawamularサワムラー,1.5,49.8,50,87,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,455,45,0.5,1.0,1000000,2.0,1.0,1.0,"['Limber', 'Reckless', 'Unburden']",100.0,106,35,110,2.0,fighting,,1.0,1,0
Hitmonchan,105,Punching Pokémon,79,Ebiwalarエビワラー,1.4,50.2,50,76,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.5,6400,70,455,45,0.5,1.0,1000000,2.0,1.0,1.0,"['Keen Eye', 'Iron Fist', 'Inner Focus']",100.0,107,35,110,2.0,fighting,,1.0,1,0
Lickitung,55,Licking Pokémon,75,Beroringaベロリンガ,1.2,65.5,90,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,385,45,1.0,1.0,1000000,1.0,1.0,1.0,"['Own Tempo', 'Oblivious', 'Cloud Nine']",50.0,108,60,75,1.0,normal,,2.0,1,0
Koffing,65,Poison Gas Pokémon,95,Dogarsドガース,0.6,1.0,40,35,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,340,190,1.0,1.0,1000000,0.5,1.0,1.0,['Levitate'],50.0,109,60,45,1.0,poison,,0.5,1,0
Weezing,90,Poison Gas Pokémon,120,Matadogasマタドガス,1.2,9.5,65,60,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,5120,70,490,60,1.0,1.0,1000000,0.5,1.0,1.0,['Levitate'],50.0,110,85,70,1.0,poison,,0.5,1,0
Rhyhorn,85,Spikes Pokémon,95,Sihornサイホーン,1.0,115.0,80,25,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1.0,5120,70,345,120,1.0,1.0,1250000,1.0,0.5,0.0,"['Lightningrod', 'Rock Head', 'Reckless']",50.0,111,30,30,0.5,ground,rock,2.0,1,0
Rhydon,130,Drill Pokémon,120,Sidonサイドン,1.9,120.0,105,40,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1.0,5120,70,485,60,1.0,1.0,1250000,1.0,0.5,0.0,"['Lightningrod', 'Rock Head', 'Reckless']",50.0,112,45,45,0.5,ground,rock,2.0,1,0
Chansey,5,Egg Pokémon,5,Luckyラッキー,1.1,34.6,250,50,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,140,450,30,1.0,1.0,800000,1.0,1.0,1.0,"['Natural Cure', 'Serene Grace', 'Healer']",0.0,113,35,105,1.0,normal,,2.0,1,0
Tangela,55,Vine Pokémon,115,Monjaraモンジャラ,1.0,35.0,65,60,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,435,45,1.0,1.0,1000000,1.0,2.0,0.5,"['Chlorophyll', 'Leaf Guard', 'Regenerator']",50.0,114,100,40,2.0,grass,,1.0,1,0
Kangaskhan,125,Parent Pokémon,100,Garuraガルーラ,2.2,80.0,105,100,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,590,45,1.0,1.0,1000000,1.0,1.0,1.0,"['Early Bird', 'Scrappy', 'Inner Focus']",0.0,115,60,100,1.0,normal,,2.0,1,0
Horsea,40,Dragon Pokémon,70,Tattuタッツー,0.4,8.0,30,60,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,295,225,1.0,1.0,1000000,1.0,0.5,2.0,"['Swift Swim', 'Sniper', 'Damp']",50.0,116,70,25,1.0,water,,1.0,1,0
Seadra,65,Dragon Pokémon,95,Seadraシードラ,1.2,25.0,55,85,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,440,75,1.0,1.0,1000000,1.0,0.5,2.0,"['Poison Point', 'Sniper', 'Damp']",50.0,117,95,45,1.0,water,,1.0,1,0
Goldeen,67,Goldfish Pokémon,60,Tosakintoトサキント,0.6,15.0,45,63,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,320,225,1.0,1.0,1000000,1.0,0.5,2.0,"['Swift Swim', 'Water Veil', 'Lightningrod']",50.0,118,35,50,1.0,water,,1.0,1,0
Seaking,92,Goldfish Pokémon,65,Azumaoアズマオウ,1.3,39.0,80,68,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,450,60,1.0,1.0,1000000,1.0,0.5,2.0,"['Swift Swim', 'Water Veil', 'Lightningrod']",50.0,119,65,80,1.0,water,,1.0,1,0
Staryu,45,Starshape Pokémon,55,Hitodemanヒトデマン,0.8,34.5,30,85,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,340,225,1.0,1.0,1250000,1.0,0.5,2.0,"['Illuminate', 'Natural Cure', 'Analytic']",,120,70,55,1.0,water,,1.0,1,0
Starmie,75,Mysterious Pokémon,85,Starmieスターミー,1.1,80.0,60,115,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,2.0,5120,70,520,60,2.0,1.0,1250000,1.0,0.5,2.0,"['Illuminate', 'Natural Cure', 'Analytic']",,121,100,85,1.0,water,psychic,0.5,1,0
Mr. Mime,45,Barrier Pokémon,65,Barrierdバリヤード,1.3,54.5,40,90,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,1.0,6400,70,460,45,1.0,0.0,1000000,1.0,1.0,1.0,"['Soundproof', 'Filter', 'Technician']",50.0,122,100,120,1.0,psychic,fairy,0.25,1,0
Scyther,110,Mantis Pokémon,80,Strikeストライク,1.5,56.0,70,105,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.5,6400,70,500,45,1.0,1.0,1000000,1.0,2.0,2.0,"['Swarm', 'Technician', 'Steadfast']",50.0,123,55,80,2.0,bug,flying,0.25,1,0
Jynx,50,Humanshape Pokémon,35,Rougelaルージュラ,1.4,40.6,65,95,2.0,1.0,1.0,0.5,1.0,1.0,0.5,2.0,2.0,1.0,2.0,6400,70,455,45,2.0,1.0,1000000,1.0,2.0,1.0,"['Oblivious', 'Forewarn', 'Dry Skin']",0.0,124,115,95,1.0,ice,psychic,1.0,1,0
Electabuzz,83,Electric Pokémon,57,Elebooエレブー,1.1,30.0,65,105,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,6400,70,490,45,1.0,1.0,1000000,1.0,1.0,0.5,"['Static', 'Vital Spirit']",75.4,125,95,85,0.5,electric,,1.0,1,0
Magmar,95,Spitfire Pokémon,57,Booberブーバー,1.3,44.5,65,93,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,6400,70,495,45,1.0,1.0,1000000,0.5,0.5,1.0,"['Flame Body', 'Vital Spirit']",75.4,126,100,85,1.0,fire,,1.0,1,0
Pinsir,155,Stagbeetle Pokémon,120,Kailiosカイロス,1.5,55.0,65,105,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,6400,70,600,45,1.0,1.0,1250000,1.0,2.0,1.0,"['Hyper Cutter', 'Mold Breaker', 'Moxie']",50.0,127,65,90,2.0,bug,,0.5,1,0
Tauros,100,Wild Bull Pokémon,95,Kentaurosケンタロス,1.4,88.4,75,110,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,490,45,1.0,1.0,1250000,1.0,1.0,1.0,"['Intimidate', 'Anger Point', 'Sheer Force']",100.0,128,40,70,1.0,normal,,2.0,1,0
Magikarp,10,Fish Pokémon,55,Koikingコイキング,0.9,10.0,20,80,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1280,70,200,255,1.0,1.0,1250000,1.0,0.5,2.0,"['Swift Swim', 'Rattled']",50.0,129,15,20,1.0,water,,1.0,1,0
Gyarados,155,Atrocious Pokémon,109,Gyaradosギャラドス,6.5,235.0,95,81,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,1280,70,640,45,1.0,1.0,1250000,1.0,0.5,4.0,"['Intimidate', 'Moxie']",50.0,130,70,130,1.0,water,flying,0.5,1,0
Lapras,85,Transport Pokémon,80,Laplaceラプラス,2.5,220.0,130,60,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,1.0,10240,70,535,45,1.0,1.0,1250000,1.0,1.0,2.0,"['Water Absorb', 'Shell Armor', 'Hydration']",50.0,131,85,95,1.0,water,ice,2.0,1,0
Ditto,48,Transform Pokémon,48,Metamonメタモン,0.3,4.0,48,48,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,288,35,1.0,1.0,1000000,1.0,1.0,1.0,"['Limber', 'Imposter']",,132,48,48,1.0,normal,,2.0,1,0
Eevee,55,Evolution Pokémon,50,Eievuiイーブイ,0.3,6.5,55,55,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8960,70,325,45,1.0,1.0,1000000,1.0,1.0,1.0,"['Run Away', 'Adaptability', 'Anticipation']",88.1,133,45,65,1.0,normal,,2.0,1,0
Vaporeon,65,Bubble Jet Pokémon,60,Showersシャワーズ,1.0,29.0,130,65,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,8960,70,525,45,1.0,1.0,1000000,1.0,0.5,2.0,"['Water Absorb', 'Hydration']",88.1,134,110,95,1.0,water,,1.0,1,0
Jolteon,65,Lightning Pokémon,60,Thundersサンダース,0.8,24.5,65,130,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,8960,70,525,45,1.0,1.0,1000000,1.0,1.0,0.5,"['Volt Absorb', 'Quick Feet']",88.1,135,110,95,0.5,electric,,1.0,1,0
Flareon,130,Flame Pokémon,60,Boosterブースター,0.9,25.0,65,65,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,8960,70,525,45,1.0,1.0,1000000,0.5,0.5,1.0,"['Flash Fire', 'Guts']",88.1,136,95,110,1.0,fire,,1.0,1,0
Porygon,60,Virtual Pokémon,70,Porygonポリゴン,0.8,36.5,65,40,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5120,70,395,45,1.0,1.0,1000000,1.0,1.0,1.0,"['Trace', 'Download', 'Analytic']",,137,85,75,1.0,normal,,2.0,1,0
Omanyte,40,Spiral Pokémon,100,Omniteオムナイト,0.4,7.5,35,35,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,7680,70,355,45,1.0,1.0,1000000,1.0,0.25,2.0,"['Swift Swim', 'Shell Armor', 'Weak Armor']",88.1,138,90,55,0.5,rock,water,2.0,1,0
Omastar,60,Spiral Pokémon,125,Omstarオムスター,1.0,35.0,70,55,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,7680,70,495,45,1.0,1.0,1000000,1.0,0.25,2.0,"['Swift Swim', 'Shell Armor', 'Weak Armor']",88.1,139,115,70,0.5,rock,water,2.0,1,0
Kabuto,80,Shellfish Pokémon,90,Kabutoカブト,0.5,11.5,30,55,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,7680,70,355,45,1.0,1.0,1000000,1.0,0.25,2.0,"['Swift Swim', 'Battle Armor', 'Weak Armor']",88.1,140,55,45,0.5,rock,water,2.0,1,0
Kabutops,115,Shellfish Pokémon,105,Kabutopsカブトプス,1.3,40.5,60,80,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,7680,70,495,45,1.0,1.0,1000000,1.0,0.25,2.0,"['Swift Swim', 'Battle Armor', 'Weak Armor']",88.1,141,65,70,0.5,rock,water,2.0,1,0
Aerodactyl,135,Fossil Pokémon,85,Pteraプテラ,1.8,59.0,80,150,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,0.5,8960,70,615,45,1.0,1.0,1250000,1.0,0.5,2.0,"['Rock Head', 'Pressure', 'Unnerve']",88.1,142,70,95,0.5,rock,flying,1.0,1,0
Snorlax,110,Sleeping Pokémon,65,Kabigonカビゴン,2.1,460.0,160,30,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10240,70,540,25,1.0,1.0,1250000,1.0,1.0,1.0,"['Immunity', 'Thick Fat', 'Gluttony']",88.1,143,65,110,1.0,normal,,2.0,1,0
Articuno,85,Freeze Pokémon,100,Freezerフリーザー,1.7,55.4,90,85,1.0,0.5,0.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,0.5,20480,35,580,3,1.0,1.0,1250000,1.0,2.0,2.0,"['Pressure', 'Snow Cloak']",,144,95,125,1.0,ice,flying,1.0,1,1
Zapdos,90,Electric Pokémon,85,Thunderサンダー,1.6,52.6,90,100,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,0.5,20480,35,580,3,1.0,1.0,1250000,1.0,1.0,1.0,"['Pressure', 'Static']",,145,125,90,0.5,electric,flying,0.5,1,1
Moltres,100,Flame Pokémon,90,Fireファイヤー,2.0,60.0,90,90,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0,0.25,20480,35,580,3,1.0,1.0,1250000,0.5,0.5,2.0,"['Pressure', 'Flame Body']",,146,125,85,1.0,fire,flying,0.5,1,1
Dratini,64,Dragon Pokémon,45,Miniryuミニリュウ,1.8,3.3,41,50,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,10240,35,300,45,1.0,2.0,1250000,2.0,0.5,0.5,"['Shed Skin', 'Marvel Scale']",50.0,147,50,50,1.0,dragon,,1.0,1,0
Dragonair,84,Dragon Pokémon,65,Hakuryuハクリュー,4.0,16.5,61,70,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,10240,35,420,45,1.0,2.0,1250000,2.0,0.5,0.5,"['Shed Skin', 'Marvel Scale']",50.0,148,70,70,1.0,dragon,,1.0,1,0
Dragonite,134,Dragon Pokémon,95,Kairyuカイリュー,2.2,210.0,91,80,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,10240,35,600,45,1.0,2.0,1250000,2.0,0.5,1.0,"['Inner Focus', 'Multiscale']",50.0,149,100,100,1.0,dragon,flying,0.5,1,0
Mewtwo,150,Genetic Pokémon,70,Mewtwoミュウツー,2.0,122.0,106,140,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,30720,0,780,3,2.0,1.0,1250000,1.0,1.0,1.0,"['Pressure', 'Unnerve']",,150,194,120,1.0,psychic,,0.5,1,1
Mew,100,New Species Pokémon,100,Mewミュウ,0.4,4.0,100,100,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,30720,100,600,45,2.0,1.0,1059860,1.0,1.0,1.0,['Synchronize'],,151,100,100,1.0,psychic,,0.5,1,1
Chikorita,49,Leaf Pokémon,65,Chicoritaチコリータ,0.9,6.4,45,45,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,318,45,1.0,1.0,1059860,1.0,2.0,0.5,"['Overgrow', 'Leaf Guard']",88.1,152,49,65,2.0,grass,,1.0,2,0
Bayleef,62,Leaf Pokémon,80,Bayleafベイリーフ,1.2,15.8,60,60,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,405,45,1.0,1.0,1059860,1.0,2.0,0.5,"['Overgrow', 'Leaf Guard']",88.1,153,63,80,2.0,grass,,1.0,2,0
Meganium,82,Herb Pokémon,100,Meganiumメガニウム,1.8,100.5,80,80,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,5120,70,525,45,1.0,1.0,1059860,1.0,2.0,0.5,"['Overgrow', 'Leaf Guard']",88.1,154,83,100,2.0,grass,,1.0,2,0
Cyndaquil,52,Fire Mouse Pokémon,43,Hinoarashiヒノアラシ,0.5,7.9,39,65,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,309,45,1.0,1.0,1059860,0.5,0.5,1.0,"['Blaze', 'Flash Fire']",88.1,155,60,50,1.0,fire,,1.0,2,0
Quilava,64,Volcano Pokémon,58,Magmarashiマグマラシ,0.9,19.0,58,80,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,405,45,1.0,1.0,1059860,0.5,0.5,1.0,"['Blaze', 'Flash Fire']",88.1,156,80,65,1.0,fire,,1.0,2,0
Typhlosion,84,Volcano Pokémon,78,Bakphoonバクフーン,1.7,79.5,78,100,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.5,5120,70,534,45,1.0,1.0,1059860,0.5,0.5,1.0,"['Blaze', 'Flash Fire']",88.1,157,109,85,1.0,fire,,1.0,2,0
Totodile,65,Big Jaw Pokémon,64,Waninokoワニノコ,0.6,9.5,50,43,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,314,45,1.0,1.0,1059860,1.0,0.5,2.0,"['Torrent', 'Sheer Force']",88.1,158,44,48,1.0,water,,1.0,2,0
Croconaw,80,Big Jaw Pokémon,80,Alligatesアリゲイツ,1.1,25.0,65,58,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,405,45,1.0,1.0,1059860,1.0,0.5,2.0,"['Torrent', 'Sheer Force']",88.1,159,59,63,1.0,water,,1.0,2,0
Feraligatr,105,Big Jaw Pokémon,100,Ordileオーダイル,2.3,88.8,85,78,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,5120,70,530,45,1.0,1.0,1059860,1.0,0.5,2.0,"['Torrent', 'Sheer Force']",88.1,160,79,83,1.0,water,,1.0,2,0
